;Datum;Von;bis;MW;Onshore MW;Offshore MW
Maximum;04.03.2019;13:00;13:15;16.217,058;15.206,014;1.011,044
Minimum;30.08.2019;07:45;08:00;54,575;26,139;28,436

"Datum";"Von";"bis";"MW";"Onshore MW";"Offshore MW";
05.01.2019;10:30;10:45;7.259,751;6.609,707;650,044;
05.01.2019;10:45;11:00;7.118,098;6.485,811;632,287;
05.01.2019;11:00;11:15;6.979,061;6.364,494;614,567;
05.01.2019;11:15;11:30;6.873,781;6.278,851;594,93;
05.01.2019;11:30;11:45;6.766,693;6.191,353;575,34;
05.01.2019;11:45;12:00;6.624,68;6.071,654;553,026;
05.01.2019;12:00;12:15;6.486,221;5.955,551;530,67;
05.01.2019;12:15;12:30;6.326,55;5.818,527;508,023;
05.01.2019;12:30;12:45;6.157,952;5.673,011;484,941;
05.01.2019;12:45;13:00;6.021,502;5.558,816;462,686;
05.01.2019;13:00;13:15;5.879,13;5.436,96;442,17;
05.01.2019;13:15;13:30;5.716,489;5.291,94;424,549;
05.01.2019;13:30;13:45;5.555,17;5.147,969;407,201;
05.01.2019;13:45;14:00;5.398,046;5.008,051;389,995;
05.01.2019;14:00;14:15;5.248,621;4.874,37;374,251;
05.01.2019;14:15;14:30;5.127,135;4.767,921;359,214;
05.01.2019;14:30;14:45;5.004,283;4.660,132;344,151;
05.01.2019;14:45;15:00;4.856,798;4.526,972;329,826;
05.01.2019;15:00;15:15;4.714,997;4.399,452;315,545;
05.01.2019;15:15;15:30;4.592,244;4.284,104;308,14;
05.01.2019;15:30;15:45;4.467,633;4.166,899;300,734;
05.01.2019;15:45;16:00;4.370,895;4.077,564;293,331;
05.01.2019;16:00;16:15;4.283,897;3.997,972;285,925;
05.01.2019;16:15;16:30;4.252,886;3.962,643;290,243;
05.01.2019;16:30;16:45;4.221,761;3.927,161;294,6;
05.01.2019;16:45;17:00;4.177,774;3.878,806;298,968;
05.01.2019;17:00;17:15;4.134,647;3.831,339;303,308;
05.01.2019;17:15;17:30;4.090,912;3.788,978;301,934;
05.01.2019;17:30;17:45;4.044,153;3.743,58;300,573;
05.01.2019;17:45;18:00;4.010,64;3.711,431;299,209;
05.01.2019;18:00;18:15;3.976,553;3.678,733;297,82;
05.01.2019;18:15;18:30;3.921,826;3.633,686;288,14;
05.01.2019;18:30;18:45;3.863,086;3.584,666;278,42;
05.01.2019;18:45;19:00;3.817,914;3.549,218;268,696;
05.01.2019;19:00;19:15;3.775,007;3.516,003;259,004;
05.01.2019;19:15;19:30;3.736,95;3.489,383;247,567;
05.01.2019;19:30;19:45;3.695,759;3.459,642;236,117;
05.01.2019;19:45;20:00;3.628,808;3.404,138;224,67;
05.01.2019;20:00;20:15;3.558,918;3.345,673;213,245;
05.01.2019;20:15;20:30;3.500,781;3.291,609;209,172;
05.01.2019;20:30;20:45;3.440,634;3.235,529;205,105;
05.01.2019;20:45;21:00;3.356,754;3.155,713;201,041;
05.01.2019;21:00;21:15;3.269,407;3.072,434;196,973;
05.01.2019;21:15;21:30;3.183,075;2.998,214;184,861;
05.01.2019;21:30;21:45;3.095,944;2.923,219;172,725;
05.01.2019;21:45;22:00;3.009,309;2.848,718;160,591;
05.01.2019;22:00;22:15;2.903,386;2.754,91;148,476;
05.01.2019;22:15;22:30;2.829,72;2.694,909;134,811;
05.01.2019;22:30;22:45;2.754,028;2.632,881;121,147;
05.01.2019;22:45;23:00;2.681,663;2.574,177;107,486;
05.01.2019;23:00;23:15;2.610,912;2.517,091;93,821;
05.01.2019;23:15;23:30;2.546,912;2.460,984;85,928;
05.01.2019;23:30;23:45;2.484,54;2.406,251;78,289;
05.01.2019;23:45;00:00;2.422,1;2.351,452;70,648;
06.01.2019;00:00;00:15;2.586,759;2.405,932;180,827;
06.01.2019;00:15;00:30;2.545,052;2.367,173;177,879;
06.01.2019;00:30;00:45;2.502,768;2.327,775;174,993;
06.01.2019;00:45;01:00;2.458,518;2.285,791;172,727;
06.01.2019;01:00;01:15;2.397,421;2.227,027;170,394;
06.01.2019;01:15;01:30;2.343,916;2.181,738;162,178;
06.01.2019;01:30;01:45;2.288,641;2.134,726;153,915;
06.01.2019;01:45;02:00;2.229,728;2.083,947;145,781;
06.01.2019;02:00;02:15;2.209,653;2.071,97;137,683;
06.01.2019;02:15;02:30;2.154,818;2.026,055;128,763;
06.01.2019;02:30;02:45;2.099,033;1.979,193;119,84;
06.01.2019;02:45;03:00;2.045,364;1.934,469;110,895;
06.01.2019;03:00;03:15;1.994,485;1.892,499;101,986;
06.01.2019;03:15;03:30;1.951,883;1.855,812;96,071;
06.01.2019;03:30;03:45;1.910,305;1.820,15;90,155;
06.01.2019;03:45;04:00;1.872,098;1.788,016;84,082;
06.01.2019;04:00;04:15;1.832,624;1.754,613;78,011;
06.01.2019;04:15;04:30;1.794,036;1.719,936;74,1;
06.01.2019;04:30;04:45;1.755,827;1.685,625;70,202;
06.01.2019;04:45;05:00;1.714,85;1.648,387;66,463;
06.01.2019;05:00;05:15;1.673,98;1.611,243;62,737;
06.01.2019;05:15;05:30;1.629,185;1.571,494;57,691;
06.01.2019;05:30;05:45;1.584,3;1.531,661;52,639;
06.01.2019;05:45;06:00;1.545,084;1.497,434;47,65;
06.01.2019;06:00;06:15;1.519,093;1.476,432;42,661;
06.01.2019;06:15;06:30;1.474,467;1.435,604;38,863;
06.01.2019;06:30;06:45;1.427,785;1.392,745;35,04;
06.01.2019;06:45;07:00;1.377,794;1.346,544;31,25;
06.01.2019;07:00;07:15;1.328,574;1.301,091;27,483;
06.01.2019;07:15;07:30;1.279,087;1.255,359;23,728;
06.01.2019;07:30;07:45;1.227,215;1.207,244;19,971;
06.01.2019;07:45;08:00;1.174,469;1.158,259;16,21;
06.01.2019;08:00;08:15;1.121,557;1.109,107;12,45;
06.01.2019;08:15;08:30;1.085,132;1.074,124;11,008;
06.01.2019;08:30;08:45;1.049,872;1.040,318;9,554;
06.01.2019;08:45;09:00;1.012,105;1.004,002;8,103;
06.01.2019;09:00;09:15;975,408;968,746;6,662;
06.01.2019;09:15;09:30;932,597;925,905;6,692;
06.01.2019;09:30;09:45;888,364;881,631;6,733;
06.01.2019;09:45;10:00;845,436;838,663;6,773;
06.01.2019;10:00;10:15;804,277;797,457;6,82;
06.01.2019;10:15;10:30;766,834;758,968;7,866;
06.01.2019;10:30;10:45;730,843;721,926;8,917;
06.01.2019;10:45;11:00;696,688;686,715;9,973;
06.01.2019;11:00;11:15;663,461;652,433;11,028;
06.01.2019;11:15;11:30;644,287;630,804;13,483;
06.01.2019;11:30;11:45;626,823;610,892;15,931;
06.01.2019;11:45;12:00;610,72;592,281;18,439;
06.01.2019;12:00;12:15;596,196;575,246;20,95;
06.01.2019;12:15;12:30;592,631;566,625;26,006;
06.01.2019;12:30;12:45;590,203;559,142;31,061;
06.01.2019;12:45;13:00;587,415;551,218;36,197;
06.01.2019;13:00;13:15;583,316;541,984;41,332;
06.01.2019;13:15;13:30;573,26;528,136;45,124;
06.01.2019;13:30;13:45;562,784;513,855;48,929;
06.01.2019;13:45;14:00;553,704;501,207;52,497;
06.01.2019;14:00;14:15;546,224;490,142;56,082;
06.01.2019;14:15;14:30;537,605;477,399;60,206;
06.01.2019;14:30;14:45;530,449;466,119;64,33;
06.01.2019;14:45;15:00;528,151;458,025;70,126;
06.01.2019;15:00;15:15;528,898;452,975;75,923;
06.01.2019;15:15;15:30;544,661;462,448;82,213;
06.01.2019;15:30;15:45;564,476;475,958;88,518;
06.01.2019;15:45;16:00;586,916;492,474;94,442;
06.01.2019;16:00;16:15;612,085;511,689;100,396;
06.01.2019;16:15;16:30;650,47;551,028;99,442;
06.01.2019;16:30;16:45;689,138;590,617;98,521;
06.01.2019;16:45;17:00;729,626;631,96;97,666;
06.01.2019;17:00;17:15;770,784;673,973;96,811;
06.01.2019;17:15;17:30;809,535;714,349;95,186;
06.01.2019;17:30;17:45;848,059;754,499;93,56;
06.01.2019;17:45;18:00;887,195;794,987;92,208;
06.01.2019;18:00;18:15;925,593;834,747;90,846;
06.01.2019;18:15;18:30;955,145;865,631;89,514;
06.01.2019;18:30;18:45;984,18;896,007;88,173;
06.01.2019;18:45;19:00;1.012,795;927,341;85,454;
06.01.2019;19:00;19:15;1.043,664;960,909;82,755;
06.01.2019;19:15;19:30;1.080,172;999,384;80,788;
06.01.2019;19:30;19:45;1.116,681;1.037,855;78,826;
06.01.2019;19:45;20:00;1.152,145;1.075,238;76,907;
06.01.2019;20:00;20:15;1.186,212;1.111,226;74,986;
06.01.2019;20:15;20:30;1.226,627;1.153,837;72,79;
06.01.2019;20:30;20:45;1.268;1.197,419;70,581;
06.01.2019;20:45;21:00;1.309,667;1.241,126;68,541;
06.01.2019;21:00;21:15;1.351,581;1.285,067;66,514;
06.01.2019;21:15;21:30;1.406,014;1.339,596;66,418;
06.01.2019;21:30;21:45;1.463,151;1.396,83;66,321;
06.01.2019;21:45;22:00;1.521,999;1.454,781;67,218;
06.01.2019;22:00;22:15;1.570,673;1.502,556;68,117;
06.01.2019;22:15;22:30;1.633,592;1.565,056;68,536;
06.01.2019;22:30;22:45;1.698,159;1.629,18;68,979;
06.01.2019;22:45;23:00;1.763,719;1.695,177;68,542;
06.01.2019;23:00;23:15;1.828,696;1.760,613;68,083;
06.01.2019;23:15;23:30;1.910,343;1.841,565;68,778;
06.01.2019;23:30;23:45;1.988,331;1.918,366;69,965;
06.01.2019;23:45;00:00;2.062,351;1.990,648;71,703;
07.01.2019;00:00;00:15;1.335,546;1.231,031;104,515;
07.01.2019;00:15;00:30;1.381,51;1.276,207;105,303;
07.01.2019;00:30;00:45;1.428,281;1.321,141;107,14;
07.01.2019;00:45;01:00;1.474,899;1.364,954;109,945;
07.01.2019;01:00;01:15;1.510,31;1.396,762;113,548;
07.01.2019;01:15;01:30;1.564,952;1.447,318;117,634;
07.01.2019;01:30;01:45;1.620,372;1.499,808;120,564;
07.01.2019;01:45;02:00;1.680,445;1.557,576;122,869;
07.01.2019;02:00;02:15;1.784,363;1.659,268;125,095;
07.01.2019;02:15;02:30;1.850,307;1.722,276;128,031;
07.01.2019;02:30;02:45;1.918,678;1.787,705;130,973;
07.01.2019;02:45;03:00;1.991,148;1.857,261;133,887;
07.01.2019;03:00;03:15;2.064,24;1.927,443;136,797;
07.01.2019;03:15;03:30;2.141,228;2.003,821;137,407;
07.01.2019;03:30;03:45;2.220,758;2.082,739;138,019;
07.01.2019;03:45;04:00;2.304,5;2.166,013;138,487;
07.01.2019;04:00;04:15;2.384,454;2.245,5;138,954;
07.01.2019;04:15;04:30;2.388,23;2.253,365;134,865;
07.01.2019;04:30;04:45;2.392,252;2.261,484;130,768;
07.01.2019;04:45;05:00;2.395,726;2.269,131;126,595;
07.01.2019;05:00;05:15;2.399,865;2.277,443;122,422;
07.01.2019;05:15;05:30;2.400,896;2.281,736;119,16;
07.01.2019;05:30;05:45;2.402,332;2.286,424;115,908;
07.01.2019;05:45;06:00;2.400,933;2.288,702;112,231;
07.01.2019;06:00;06:15;2.418,592;2.310,023;108,569;
07.01.2019;06:15;06:30;2.426,199;2.320,273;105,926;
07.01.2019;06:30;06:45;2.434,718;2.331,397;103,321;
07.01.2019;06:45;07:00;2.441,019;2.339,305;101,714;
07.01.2019;07:00;07:15;2.447,432;2.347,347;100,085;
07.01.2019;07:15;07:30;2.444,879;2.344,967;99,912;
07.01.2019;07:30;07:45;2.442,118;2.342,38;99,738;
07.01.2019;07:45;08:00;2.441,355;2.341,535;99,82;
07.01.2019;08:00;08:15;2.439,658;2.339,754;99,904;
07.01.2019;08:15;08:30;2.457,568;2.357,405;100,163;
07.01.2019;08:30;08:45;2.476,506;2.376,095;100,411;
07.01.2019;08:45;09:00;2.494,736;2.394,976;99,76;
07.01.2019;09:00;09:15;2.513,932;2.414,806;99,126;
07.01.2019;09:15;09:30;2.545,056;2.443,569;101,487;
07.01.2019;09:30;09:45;2.575,439;2.471,555;103,884;
07.01.2019;09:45;10:00;2.603,453;2.497,304;106,149;
07.01.2019;10:00;10:15;2.632,189;2.523,793;108,396;
07.01.2019;10:15;10:30;2.683,717;2.565,345;118,372;
07.01.2019;10:30;10:45;2.739,57;2.611,22;128,35;
07.01.2019;10:45;11:00;2.798,867;2.661,05;137,817;
07.01.2019;11:00;11:15;2.855,232;2.707,962;147,27;
07.01.2019;11:15;11:30;2.919,943;2.759,595;160,348;
07.01.2019;11:30;11:45;2.985,253;2.811,829;173,424;
07.01.2019;11:45;12:00;3.053,311;2.865,817;187,494;
07.01.2019;12:00;12:15;3.121,32;2.919,753;201,567;
07.01.2019;12:15;12:30;3.194,179;2.975,003;219,176;
07.01.2019;12:30;12:45;3.268,957;3.032,121;236,836;
07.01.2019;12:45;13:00;3.345,646;3.092,761;252,885;
07.01.2019;13:00;13:15;3.418,984;3.150,082;268,902;
07.01.2019;13:15;13:30;3.461,018;3.176,999;284,019;
07.01.2019;13:30;13:45;3.501,387;3.202,243;299,144;
07.01.2019;13:45;14:00;3.537,86;3.222,456;315,404;
07.01.2019;14:00;14:15;3.577,023;3.245,346;331,677;
07.01.2019;14:15;14:30;3.593,301;3.249,702;343,599;
07.01.2019;14:30;14:45;3.612,413;3.256,91;355,503;
07.01.2019;14:45;15:00;3.633,492;3.266,804;366,688;
07.01.2019;15:00;15:15;3.660,161;3.282,261;377,9;
07.01.2019;15:15;15:30;3.746,052;3.339,8;406,252;
07.01.2019;15:30;15:45;3.837,961;3.403,236;434,725;
07.01.2019;15:45;16:00;3.943,202;3.480,471;462,731;
07.01.2019;16:00;16:15;4.049,733;3.559,03;490,703;
07.01.2019;16:15;16:30;4.221,51;3.706,37;515,14;
07.01.2019;16:30;16:45;4.393,421;3.853,83;539,591;
07.01.2019;16:45;17:00;4.575,788;4.005,785;570,003;
07.01.2019;17:00;17:15;4.761,396;4.161,056;600,34;
07.01.2019;17:15;17:30;4.994,045;4.372,245;621,8;
07.01.2019;17:30;17:45;5.227,691;4.584,435;643,256;
07.01.2019;17:45;18:00;5.459,811;4.794,999;664,812;
07.01.2019;18:00;18:15;5.686,335;4.999,953;686,382;
07.01.2019;18:15;18:30;5.931,146;5.223,224;707,922;
07.01.2019;18:30;18:45;6.174,054;5.444,561;729,493;
07.01.2019;18:45;19:00;6.401,31;5.652,087;749,223;
07.01.2019;19:00;19:15;6.628,825;5.859,912;768,913;
07.01.2019;19:15;19:30;6.931,861;6.140,437;791,424;
07.01.2019;19:30;19:45;7.235,766;6.421,762;814,004;
07.01.2019;19:45;20:00;7.607,33;6.772,125;835,205;
07.01.2019;20:00;20:15;7.976,306;7.119,909;856,397;
07.01.2019;20:15;20:30;8.424,848;7.551,173;873,675;
07.01.2019;20:30;20:45;8.887,434;7.996,445;890,989;
07.01.2019;20:45;21:00;9.333,125;8.424,003;909,122;
07.01.2019;21:00;21:15;9.782,959;8.855,734;927,225;
07.01.2019;21:15;21:30;10.211,841;9.273,177;938,664;
07.01.2019;21:30;21:45;10.659,934;9.709,802;950,132;
07.01.2019;21:45;22:00;11.076,503;10.115,233;961,27;
07.01.2019;22:00;22:15;11.398,424;10.426,299;972,125;
07.01.2019;22:15;22:30;11.709,786;10.731,785;978,001;
07.01.2019;22:30;22:45;12.026,069;11.042,2;983,869;
07.01.2019;22:45;23:00;12.263,591;11.273,847;989,744;
07.01.2019;23:00;23:15;12.497,563;11.501,946;995,617;
07.01.2019;23:15;23:30;12.663,588;11.663,946;999,642;
07.01.2019;23:30;23:45;12.810,598;11.806,968;1.003,63;
07.01.2019;23:45;00:00;12.928,254;11.920,696;1.007,558;
08.01.2019;00:00;00:15;13.086,895;12.108,102;978,793;
08.01.2019;00:15;00:30;13.147,735;12.162,627;985,108;
08.01.2019;00:30;00:45;13.210,088;12.218,664;991,424;
08.01.2019;00:45;01:00;13.247,65;12.250,475;997,175;
08.01.2019;01:00;01:15;13.280,41;12.277,484;1.002,926;
08.01.2019;01:15;01:30;13.231,133;12.230,113;1.001,02;
08.01.2019;01:30;01:45;13.179,467;12.180,366;999,101;
08.01.2019;01:45;02:00;13.106,921;12.110,366;996,555;
08.01.2019;02:00;02:15;13.087,625;12.093,638;993,987;
08.01.2019;02:15;02:30;13.026,497;12.025,068;1.001,429;
08.01.2019;02:30;02:45;12.962,848;11.954,017;1.008,831;
08.01.2019;02:45;03:00;12.903,02;11.892,932;1.010,088;
08.01.2019;03:00;03:15;12.843,62;11.832,274;1.011,346;
08.01.2019;03:15;03:30;12.848,713;11.837,043;1.011,67;
08.01.2019;03:30;03:45;12.856,652;11.844,657;1.011,995;
08.01.2019;03:45;04:00;12.855,959;11.844,154;1.011,805;
08.01.2019;04:00;04:15;12.852,014;11.840,358;1.011,656;
08.01.2019;04:15;04:30;12.964,319;11.951,945;1.012,374;
08.01.2019;04:30;04:45;13.076,509;12.063,359;1.013,15;
08.01.2019;04:45;05:00;13.192,268;12.178,622;1.013,646;
08.01.2019;05:00;05:15;13.297,173;12.283,115;1.014,058;
08.01.2019;05:15;05:30;13.432,118;12.419,306;1.012,812;
08.01.2019;05:30;05:45;13.561,069;12.549,572;1.011,497;
08.01.2019;05:45;06:00;13.683,343;12.673,177;1.010,166;
08.01.2019;06:00;06:15;13.903,934;12.895,102;1.008,832;
08.01.2019;06:15;06:30;14.026,284;13.018,832;1.007,452;
08.01.2019;06:30;06:45;14.148,593;13.142,537;1.006,056;
08.01.2019;06:45;07:00;14.266,848;13.262,379;1.004,469;
08.01.2019;07:00;07:15;14.380,915;13.378,077;1.002,838;
08.01.2019;07:15;07:30;14.493,114;13.499,684;993,43;
08.01.2019;07:30;07:45;14.600,309;13.616,426;983,883;
08.01.2019;07:45;08:00;14.702,277;13.729,96;972,317;
08.01.2019;08:00;08:15;14.805,81;13.845,014;960,796;
08.01.2019;08:15;08:30;14.925,889;13.977,718;948,171;
08.01.2019;08:30;08:45;15.042,751;14.107,248;935,503;
08.01.2019;08:45;09:00;15.147,957;14.230,252;917,705;
08.01.2019;09:00;09:15;15.252,432;14.352,537;899,895;
08.01.2019;09:15;09:30;15.331,992;14.463,014;868,978;
08.01.2019;09:30;09:45;15.414,832;14.576,774;838,058;
08.01.2019;09:45;10:00;15.486,667;14.677,258;809,409;
08.01.2019;10:00;10:15;15.556,308;14.775,627;780,681;
08.01.2019;10:15;10:30;15.581,403;14.811,685;769,718;
08.01.2019;10:30;10:45;15.603,566;14.845,319;758,247;
08.01.2019;10:45;11:00;15.611,902;14.865,066;746,836;
08.01.2019;11:00;11:15;15.616,801;14.881,041;735,76;
08.01.2019;11:15;11:30;15.618,596;14.886,029;732,567;
08.01.2019;11:30;11:45;15.622,766;14.893,211;729,555;
08.01.2019;11:45;12:00;15.621,108;14.897,518;723,59;
08.01.2019;12:00;12:15;15.618,278;14.900,521;717,757;
08.01.2019;12:15;12:30;15.636,057;14.910,85;725,207;
08.01.2019;12:30;12:45;15.654,755;14.921,881;732,874;
08.01.2019;12:45;13:00;15.659,138;14.922,165;736,973;
08.01.2019;13:00;13:15;15.658,262;14.917,098;741,164;
08.01.2019;13:15;13:30;15.628,117;14.874,451;753,666;
08.01.2019;13:30;13:45;15.595,015;14.828,727;766,288;
08.01.2019;13:45;14:00;15.582,11;14.799,351;782,759;
08.01.2019;14:00;14:15;15.574,743;14.775,556;799,187;
08.01.2019;14:15;14:30;15.550,783;14.739,623;811,16;
08.01.2019;14:30;14:45;15.529,044;14.705,874;823,17;
08.01.2019;14:45;15:00;15.516,364;14.679,972;836,392;
08.01.2019;15:00;15:15;15.502,728;14.653,287;849,441;
08.01.2019;15:15;15:30;15.489,076;14.630,584;858,492;
08.01.2019;15:30;15:45;15.478,869;14.611,332;867,537;
08.01.2019;15:45;16:00;15.460,642;14.588,611;872,031;
08.01.2019;16:00;16:15;15.435,141;14.558,685;876,456;
08.01.2019;16:15;16:30;15.410,44;14.538,632;871,808;
08.01.2019;16:30;16:45;15.382,543;14.515,385;867,158;
08.01.2019;16:45;17:00;15.356,783;14.494,842;861,941;
08.01.2019;17:00;17:15;15.330,009;14.473,289;856,72;
08.01.2019;17:15;17:30;15.302,738;14.452,921;849,817;
08.01.2019;17:30;17:45;15.272,293;14.429,381;842,912;
08.01.2019;17:45;18:00;15.241,378;14.405,503;835,875;
08.01.2019;18:00;18:15;15.208,067;14.379,256;828,811;
08.01.2019;18:15;18:30;15.160,756;14.341,087;819,669;
08.01.2019;18:30;18:45;15.108,819;14.298,334;810,485;
08.01.2019;18:45;19:00;15.044,638;14.243,58;801,058;
08.01.2019;19:00;19:15;14.977,081;14.185,486;791,595;
08.01.2019;19:15;19:30;14.893,016;14.105,673;787,343;
08.01.2019;19:30;19:45;14.808,278;14.025,237;783,041;
08.01.2019;19:45;20:00;14.722,6;13.944,082;778,518;
08.01.2019;20:00;20:15;14.646,04;13.871,94;774,1;
08.01.2019;20:15;20:30;14.579,796;13.806,859;772,937;
08.01.2019;20:30;20:45;14.512,222;13.740,466;771,756;
08.01.2019;20:45;21:00;14.447,122;13.676,301;770,821;
08.01.2019;21:00;21:15;14.381,299;13.611,401;769,898;
08.01.2019;21:15;21:30;14.357,874;13.585,579;772,295;
08.01.2019;21:30;21:45;14.335,516;13.560,544;774,972;
08.01.2019;21:45;22:00;14.313,414;13.535,811;777,603;
08.01.2019;22:00;22:15;14.176,592;13.396,537;780,055;
08.01.2019;22:15;22:30;14.162,123;13.380,5;781,623;
08.01.2019;22:30;22:45;14.148,303;13.365,107;783,196;
08.01.2019;22:45;23:00;14.129,399;13.344,644;784,755;
08.01.2019;23:00;23:15;14.111,217;13.324,917;786,3;
08.01.2019;23:15;23:30;14.082,276;13.296,848;785,428;
08.01.2019;23:30;23:45;14.055,103;13.270,857;784,246;
08.01.2019;23:45;00:00;14.031,091;13.248,479;782,612;
09.01.2019;00:00;00:15;13.881,508;13.099,268;782,24;
09.01.2019;00:15;00:30;13.888,231;13.107,988;780,243;
09.01.2019;00:30;00:45;13.895,061;13.116,857;778,204;
09.01.2019;00:45;01:00;13.900,981;13.124,834;776,147;
09.01.2019;01:00;01:15;13.892,346;13.118,257;774,089;
09.01.2019;01:15;01:30;13.882,049;13.099,964;782,085;
09.01.2019;01:30;01:45;13.869,054;13.078,973;790,081;
09.01.2019;01:45;02:00;13.859,005;13.060,932;798,073;
09.01.2019;02:00;02:15;13.940,33;13.134,266;806,064;
09.01.2019;02:15;02:30;13.926,785;13.112,869;813,916;
09.01.2019;02:30;02:45;13.912,226;13.090,459;821,767;
09.01.2019;02:45;03:00;13.896,625;13.067,005;829,62;
09.01.2019;03:00;03:15;13.882,295;13.044,822;837,473;
09.01.2019;03:15;03:30;13.859,374;13.014,043;845,331;
09.01.2019;03:30;03:45;13.836,39;12.983,2;853,19;
09.01.2019;03:45;04:00;13.815,521;12.954,47;861,051;
09.01.2019;04:00;04:15;13.796,661;12.927,75;868,911;
09.01.2019;04:15;04:30;13.775,31;12.900,413;874,897;
09.01.2019;04:30;04:45;13.748,063;12.867,182;880,881;
09.01.2019;04:45;05:00;13.716,419;12.829,551;886,868;
09.01.2019;05:00;05:15;13.684,639;12.791,783;892,856;
09.01.2019;05:15;05:30;13.644,128;12.745,272;898,856;
09.01.2019;05:30;05:45;13.601,875;12.697,016;904,859;
09.01.2019;05:45;06:00;13.561,837;12.650,983;910,854;
09.01.2019;06:00;06:15;13.628,831;12.711,983;916,848;
09.01.2019;06:15;06:30;13.583,228;12.660,386;922,842;
09.01.2019;06:30;06:45;13.535,111;12.606,277;928,834;
09.01.2019;06:45;07:00;13.478,967;12.544,147;934,82;
09.01.2019;07:00;07:15;13.422,514;12.481,707;940,807;
09.01.2019;07:15;07:30;13.358,37;12.415,347;943,023;
09.01.2019;07:30;07:45;13.290,205;12.344,965;945,24;
09.01.2019;07:45;08:00;13.219,118;12.271,665;947,453;
09.01.2019;08:00;08:15;13.146,152;12.196,485;949,667;
09.01.2019;08:15;08:30;13.089,488;12.137,607;951,881;
09.01.2019;08:30;08:45;13.033,527;12.079,431;954,096;
09.01.2019;08:45;09:00;12.986,871;12.030,558;956,313;
09.01.2019;09:00;09:15;12.941,853;11.983,326;958,527;
09.01.2019;09:15;09:30;12.913,395;11.952,655;960,74;
09.01.2019;09:30;09:45;12.882,816;11.919,863;962,953;
09.01.2019;09:45;10:00;12.850,615;11.885,449;965,166;
09.01.2019;10:00;10:15;12.817,639;11.850,258;967,381;
09.01.2019;10:15;10:30;12.812,523;11.845,57;966,953;
09.01.2019;10:30;10:45;12.808,729;11.842,204;966,525;
09.01.2019;10:45;11:00;12.801,821;11.835,741;966,08;
09.01.2019;11:00;11:15;12.796,083;11.830,448;965,635;
09.01.2019;11:15;11:30;12.835,698;11.870,498;965,2;
09.01.2019;11:30;11:45;12.874,311;11.909,545;964,766;
09.01.2019;11:45;12:00;12.909,785;11.944,618;965,167;
09.01.2019;12:00;12:15;12.944,885;11.979,317;965,568;
09.01.2019;12:15;12:30;12.961,409;11.994,613;966,796;
09.01.2019;12:30;12:45;12.978,802;12.009,119;969,683;
09.01.2019;12:45;13:00;13.001,328;12.025,431;975,897;
09.01.2019;13:00;13:15;13.021,774;12.033,018;988,756;
09.01.2019;13:15;13:30;13.008,465;12.006,691;1.001,774;
09.01.2019;13:30;13:45;12.993,017;11.984,794;1.008,223;
09.01.2019;13:45;14:00;12.976,876;11.965,485;1.011,391;
09.01.2019;14:00;14:15;12.963,231;11.950,313;1.012,918;
09.01.2019;14:15;14:30;12.911,898;11.898,276;1.013,622;
09.01.2019;14:30;14:45;12.858,792;11.844,464;1.014,328;
09.01.2019;14:45;15:00;12.802,82;11.788,612;1.014,208;
09.01.2019;15:00;15:15;12.751,156;11.737,067;1.014,089;
09.01.2019;15:15;15:30;12.691,628;11.677,668;1.013,96;
09.01.2019;15:30;15:45;12.634,205;11.620,374;1.013,831;
09.01.2019;15:45;16:00;12.573,451;11.559,748;1.013,703;
09.01.2019;16:00;16:15;12.514,804;11.501,228;1.013,576;
09.01.2019;16:15;16:30;12.463,285;11.448,712;1.014,573;
09.01.2019;16:30;16:45;12.409,218;11.393,647;1.015,571;
09.01.2019;16:45;17:00;12.353,937;11.337,373;1.016,564;
09.01.2019;17:00;17:15;12.299,518;11.281,962;1.017,556;
09.01.2019;17:15;17:30;12.249,462;11.230,971;1.018,491;
